session_id,customer_id,session_date,channel,device,country,campaign_id
S004405,,9/28/2025,direct,desktop,NG,
S009663,,9/28/2025,email,mobile,NG,CMP005
S002874,100054,9/28/2025,direct,mobile,NG,
S017047,101068,9/28/2025,paid_social,desktop,NG,CMP008
S016384,100374,9/28/2025,email,mobile,NG,CMP005
S017634,101801,9/28/2025,email,mobile,US,CMP005
S004388,,9/28/2025,referral,desktop,NG,CMP007
S004373,100045,9/28/2025,organic,mobile,NG,
S009675,,9/28/2025,paid_social,mobile,CA,CMP003
S017053,101177,9/28/2025,organic,mobile,US,
S014123,,9/28/2025,paid_social,desktop,US,CMP003
S012084,,9/28/2025,direct,mobile,CA,
S004428,101454,9/28/2025,direct,desktop,NG,
S007048,100872,9/28/2025,email,mobile,NG,CMP005
S009477,101219,9/28/2025,organic,desktop,NG,
S005518,101162,9/28/2025,paid_social,mobile,UK,CMP004
S000378,,9/28/2025,paid_search,desktop,NG,CMP001
S015007,101132,9/28/2025,email,mobile,DE,CMP005
S010364,,9/28/2025,paid_social,mobile,NG,CMP008
S006648,101538,9/28/2025,direct,desktop,CA,
S006357,101987,9/28/2025,direct,mobile,US,
S016588,100604,9/28/2025,paid_social,mobile,NG,CMP008
S014430,,9/28/2025,direct,mobile,UK,
S005174,100330,9/28/2025,direct,desktop,US,
S018388,101721,9/28/2025,email,desktop,NG,CMP005
S017597,100168,9/28/2025,email,mobile,NG,CMP006
S018671,101029,9/28/2025,organic,mobile,NG,
S017129,100771,9/28/2025,direct,desktop,US,
S002660,100946,9/28/2025,referral,mobile,UK,CMP007
S017123,,9/28/2025,email,mobile,NG,CMP006
S010025,,9/28/2025,organic,desktop,US,
S002671,,9/28/2025,paid_social,desktop,NG,CMP003
S010412,,9/28/2025,paid_social,desktop,CA,CMP004
S019234,100171,9/28/2025,direct,mobile,UK,
S010789,101390,9/28/2025,direct,desktop,NG,
S009075,100315,9/28/2025,direct,mobile,UK,
S009090,101984,9/28/2025,referral,desktop,NG,CMP007
S015351,,9/28/2025,organic,mobile,US,
S007583,101780,9/28/2025,paid_search,mobile,US,CMP001
S008391,,9/28/2025,referral,mobile,NG,CMP007
S011304,101463,9/28/2025,paid_search,desktop,NG,CMP002
S013128,100764,9/28/2025,paid_social,desktop,US,CMP003
S008292,101284,9/28/2025,paid_search,mobile,NG,CMP002
S016059,,9/28/2025,paid_search,mobile,NG,CMP002
S017391,101066,9/28/2025,email,desktop,US,CMP005
S014058,100530,9/28/2025,organic,desktop,US,
S011361,101328,9/28/2025,organic,mobile,US,
S013962,101539,9/28/2025,direct,mobile,CA,
S012686,100684,9/28/2025,direct,desktop,NG,
S003629,100342,9/28/2025,organic,desktop,NG,
S013895,,9/28/2025,referral,desktop,NG,CMP007
S005756,101785,9/28/2025,paid_social,mobile,US,CMP003
S006537,100990,9/28/2025,paid_search,desktop,NG,CMP001
S008443,100592,9/28/2025,paid_social,mobile,US,CMP003
S008636,100956,9/28/2025,direct,mobile,NG,
S007494,,9/28/2025,paid_search,mobile,US,CMP001
S011233,100891,9/28/2025,organic,desktop,CA,
S013972,100431,9/28/2025,organic,mobile,NG,
S017473,100454,9/28/2025,email,desktop,US,CMP005
S009063,,9/28/2025,direct,desktop,CA,
S008491,101783,9/28/2025,paid_search,mobile,NG,CMP001
S015413,100169,9/28/2025,paid_social,mobile,NG,CMP004
S013634,100182,9/28/2025,direct,desktop,US,
S011817,,9/28/2025,direct,desktop,NG,
S005812,100199,9/28/2025,referral,mobile,NL,CMP007
S005856,100488,9/28/2025,referral,mobile,NG,CMP007
S012470,100998,9/28/2025,organic,desktop,DE,
S004879,101943,9/28/2025,direct,desktop,NG,
S015492,100823,9/28/2025,paid_social,mobile,UK,CMP004
S012631,101712,9/28/2025,paid_social,desktop,UK,CMP003
S003640,100970,9/28/2025,paid_social,mobile,UK,CMP008
S000124,101988,9/28/2025,paid_social,desktop,US,CMP003
S004664,,9/28/2025,direct,mobile,CA,
S013743,101534,9/28/2025,organic,mobile,UK,
S018985,,9/28/2025,direct,desktop,CA,
S014112,100093,9/28/2025,referral,desktop,US,CMP007
S015866,100583,9/28/2025,direct,desktop,CA,
S003735,,9/28/2025,organic,desktop,NG,
S011477,,9/28/2025,email,mobile,US,CMP006
S013591,100303,9/28/2025,referral,desktop,NG,CMP007
S016919,101241,9/28/2025,paid_social,mobile,NG,CMP003
S015191,100404,9/28/2025,email,desktop,CA,CMP005
S011536,101866,9/28/2025,paid_search,mobile,NG,CMP002
S013202,100599,9/28/2025,organic,mobile,NG,
S010995,100765,9/28/2025,paid_social,mobile,US,CMP003
S004766,101328,9/28/2025,paid_social,mobile,NG,CMP004
S003205,100399,9/28/2025,direct,mobile,NG,
S007984,100596,9/28/2025,paid_social,desktop,NG,CMP003
S016755,101800,9/28/2025,organic,mobile,UK,
S015862,,9/28/2025,organic,mobile,US,
S017762,,9/28/2025,direct,mobile,NG,
S009043,,9/28/2025,paid_search,mobile,FR,CMP002
S011931,,9/28/2025,paid_search,mobile,NG,CMP002
S017911,101653,9/28/2025,email,desktop,DE,CMP005
S010568,100099,9/29/2025,direct,desktop,US,
S012289,101930,9/29/2025,paid_social,desktop,NG,CMP008
S017644,,9/29/2025,paid_search,mobile,UK,CMP001
S000041,101410,9/29/2025,organic,mobile,CA,
S015776,,9/29/2025,paid_social,mobile,CA,CMP004
S017366,101111,9/29/2025,direct,mobile,US,
S009706,100577,9/29/2025,direct,mobile,FR,
S016484,101049,9/29/2025,paid_social,desktop,NG,CMP003
S009826,,9/29/2025,paid_social,mobile,NG,CMP008
S011269,,9/29/2025,email,mobile,CA,CMP005
S002395,,9/29/2025,organic,desktop,UK,
S017933,100205,9/29/2025,paid_social,mobile,NG,CMP008
S016357,,9/29/2025,email,desktop,NG,CMP005
S010284,,9/29/2025,paid_social,mobile,NL,CMP008
S004366,101414,9/29/2025,paid_search,mobile,NG,CMP001
S013960,100458,9/29/2025,paid_social,desktop,FR,CMP008
S010229,101492,9/29/2025,paid_search,desktop,NG,CMP002
S019239,101801,9/29/2025,organic,mobile,NG,
S009748,100473,9/29/2025,paid_social,mobile,CA,CMP004
S005854,,9/29/2025,paid_search,mobile,NG,CMP002
S003966,100315,9/29/2025,direct,desktop,CA,
S008168,101779,9/29/2025,direct,desktop,US,
S007580,100080,9/29/2025,organic,mobile,US,
S007554,100919,9/29/2025,organic,desktop,NG,
S007723,100560,9/29/2025,paid_search,mobile,US,CMP001
S001456,,9/29/2025,organic,desktop,CA,
S000485,,9/29/2025,paid_search,mobile,NG,CMP002
S004806,,9/29/2025,direct,mobile,NG,
S010074,100031,9/29/2025,direct,mobile,US,
S018602,100207,9/29/2025,organic,mobile,NG,
S004808,101421,9/29/2025,organic,desktop,NG,
S006659,101251,9/29/2025,referral,desktop,UK,CMP007
S006637,,9/29/2025,email,desktop,NG,CMP005
S006484,100238,9/29/2025,referral,mobile,NL,CMP007
S007672,,9/29/2025,paid_social,desktop,NG,CMP004
S008231,101741,9/29/2025,direct,desktop,US,
S003875,100181,9/29/2025,direct,desktop,CA,
S005933,,9/29/2025,email,mobile,US,CMP005
S013156,100010,9/29/2025,organic,mobile,NG,
S013345,,9/29/2025,referral,mobile,CA,CMP007
S002625,101195,9/29/2025,email,desktop,NG,CMP005
S001775,100639,9/29/2025,email,mobile,NG,CMP005
S001526,,9/29/2025,paid_search,mobile,DE,CMP001
S005999,100683,9/29/2025,paid_social,mobile,NG,CMP003
S010014,,9/29/2025,paid_social,mobile,US,CMP004
S005270,100636,9/29/2025,organic,mobile,US,
S008062,,9/29/2025,direct,desktop,FR,
S008313,100803,9/29/2025,paid_social,mobile,DE,CMP004
S012612,101289,9/29/2025,organic,mobile,UK,
S013691,100939,9/29/2025,paid_social,mobile,US,CMP008
S017108,100202,9/29/2025,organic,desktop,DE,
S007789,,9/29/2025,organic,desktop,NG,
S001170,101098,9/29/2025,organic,mobile,CA,
S011635,100333,9/29/2025,paid_search,mobile,US,CMP001
S000897,100656,9/29/2025,direct,desktop,CA,
S002029,101362,9/29/2025,paid_search,mobile,US,CMP002
S017484,,9/29/2025,email,mobile,NG,CMP006
S019505,100947,9/29/2025,referral,mobile,NG,CMP007
S014000,101072,9/29/2025,paid_social,desktop,CA,CMP004
S001242,100006,9/29/2025,paid_search,mobile,NG,CMP001
S008971,,9/29/2025,referral,desktop,US,CMP007
S009434,,9/29/2025,direct,mobile,NG,
S012009,100679,9/29/2025,paid_search,desktop,NG,CMP002
S008960,101523,9/29/2025,direct,desktop,CA,
S011118,,9/29/2025,paid_social,mobile,UK,CMP003
S009400,,9/29/2025,paid_social,desktop,UK,CMP008
S018207,101104,9/29/2025,paid_social,mobile,DE,CMP003
S000936,101341,9/29/2025,organic,mobile,US,
S018287,100923,9/29/2025,organic,desktop,NG,
S005593,100832,9/29/2025,paid_search,mobile,UK,CMP002
S006220,,9/29/2025,email,mobile,UK,CMP005
S017494,101872,9/29/2025,paid_search,mobile,NG,CMP001
S018370,101042,9/29/2025,organic,mobile,NG,
S015310,100700,9/29/2025,paid_search,mobile,NG,CMP001
S014792,101092,9/29/2025,paid_search,mobile,NG,CMP002
S001696,101612,9/29/2025,paid_social,desktop,NG,CMP003
S003320,101708,9/29/2025,paid_search,mobile,US,CMP002
S007352,101817,9/29/2025,paid_social,mobile,NG,CMP008
S017276,,9/29/2025,paid_search,mobile,NG,CMP001
S014069,,9/29/2025,paid_social,desktop,NG,CMP004
S013063,,9/29/2025,organic,desktop,US,
S008890,100329,9/29/2025,paid_social,mobile,NG,CMP004
S010830,101511,9/29/2025,direct,mobile,NG,
S008857,,9/29/2025,paid_search,mobile,NG,CMP001
S007380,101392,9/29/2025,paid_search,mobile,NG,CMP002
S001632,100380,9/29/2025,paid_social,mobile,NG,CMP004
S007321,101049,9/29/2025,paid_search,mobile,UK,CMP002
S010965,101965,9/29/2025,paid_search,mobile,US,CMP002
S005080,,9/29/2025,paid_search,mobile,NG,CMP001
S006393,,9/29/2025,paid_search,mobile,NG,CMP002
S014293,101176,9/29/2025,paid_search,mobile,NG,CMP002
S018166,100275,9/29/2025,email,desktop,NG,CMP005
S019788,100607,9/29/2025,paid_search,mobile,NG,CMP001
S000859,101721,9/29/2025,paid_social,mobile,NG,CMP003
S015408,,9/29/2025,direct,mobile,NL,
S017500,101704,9/29/2025,direct,desktop,US,
S002042,101378,9/29/2025,paid_social,mobile,UK,CMP004
S016622,100823,9/29/2025,paid_search,mobile,US,CMP001
S012531,100458,9/29/2025,paid_search,mobile,NG,CMP001
S007436,101281,9/29/2025,paid_social,mobile,NG,CMP008
S015446,101340,9/29/2025,email,mobile,FR,CMP006
S002301,100080,9/29/2025,paid_social,mobile,NG,CMP008
S007467,100616,9/29/2025,direct,mobile,NG,
S007851,,9/30/2025,paid_social,desktop,NG,CMP004
S007876,101428,9/30/2025,paid_social,mobile,US,CMP008
S001937,,9/30/2025,direct,mobile,NG,
S000877,100847,9/30/2025,referral,mobile,US,CMP007
S008893,,9/30/2025,email,desktop,US,CMP006
S011667,,9/30/2025,email,desktop,NG,CMP006
S009272,,9/30/2025,paid_search,desktop,NG,CMP002
S014167,,9/30/2025,paid_social,mobile,NG,CMP004
S012211,,9/30/2025,email,mobile,NG,CMP006
S014124,100294,9/30/2025,organic,desktop,US,
S000492,101643,9/30/2025,organic,desktop,UK,
S002140,101642,9/30/2025,paid_search,mobile,NL,CMP001
S015829,101882,9/30/2025,direct,desktop,DE,
S000168,,9/30/2025,paid_search,mobile,NG,CMP002
S017773,101833,9/30/2025,paid_social,desktop,NG,CMP003
S016195,101910,9/30/2025,organic,mobile,UK,
S016145,,9/30/2025,paid_search,desktop,FR,CMP001
S000868,,9/30/2025,paid_social,mobile,NG,CMP008
S010984,101438,9/30/2025,organic,mobile,UK,
S009209,101026,9/30/2025,direct,mobile,US,
S010884,,9/30/2025,referral,mobile,US,CMP007
S011535,101437,9/30/2025,direct,mobile,NG,
S018297,101424,9/30/2025,paid_search,desktop,UK,CMP001
S001676,101053,9/30/2025,email,mobile,NG,CMP005
S004183,101592,9/30/2025,direct,mobile,NG,
S016183,,9/30/2025,email,mobile,DE,CMP006
S007101,100979,9/30/2025,organic,desktop,US,
S008920,,9/30/2025,organic,mobile,NG,
S001896,101144,9/30/2025,organic,mobile,NG,
S014485,100436,9/30/2025,organic,desktop,NG,
S001877,100359,9/30/2025,paid_search,desktop,NL,CMP001
S002661,100166,9/30/2025,organic,mobile,NG,
S007063,,9/30/2025,paid_social,mobile,NG,CMP003
S016051,100595,9/30/2025,paid_search,desktop,NG,CMP002
S002731,101916,9/30/2025,paid_search,desktop,NG,CMP002
S011773,,9/30/2025,email,mobile,FR,CMP005
S008625,100932,9/30/2025,paid_search,desktop,FR,CMP001
S012110,101306,9/30/2025,referral,desktop,UK,CMP007
S010480,100664,9/30/2025,referral,desktop,US,CMP007
S002757,100817,9/30/2025,organic,mobile,NG,
S004375,101945,9/30/2025,referral,desktop,NG,CMP007
S008615,,9/30/2025,organic,mobile,NG,
S008419,101049,9/30/2025,organic,desktop,NG,
S002935,100803,9/30/2025,paid_search,mobile,NG,CMP002
S007523,,9/30/2025,organic,mobile,NG,
S002341,101289,9/30/2025,paid_search,mobile,US,CMP001
S014858,,9/30/2025,organic,desktop,NL,
S009756,,9/30/2025,paid_search,desktop,NG,CMP001
S019819,101228,9/30/2025,direct,desktop,NG,
S004007,100146,9/30/2025,direct,desktop,NG,
S009721,,9/30/2025,paid_social,mobile,NG,CMP003
S008563,,9/30/2025,paid_social,mobile,DE,CMP003
S000456,101396,9/30/2025,paid_search,mobile,NG,CMP002
S017836,101414,9/30/2025,email,mobile,NG,CMP006
S015520,101722,9/30/2025,organic,mobile,US,
S003404,,9/30/2025,paid_social,desktop,NG,CMP004
S014952,101668,9/30/2025,paid_search,mobile,NG,CMP001
S000866,100572,9/30/2025,paid_search,desktop,US,CMP001
S007056,101096,9/30/2025,organic,mobile,CA,
S003308,100367,9/30/2025,email,desktop,NG,CMP006
S007674,101392,9/30/2025,email,mobile,NG,CMP006
S016104,101074,9/30/2025,direct,desktop,CA,
S000272,,9/30/2025,direct,desktop,NL,
S011696,100362,9/30/2025,paid_social,mobile,CA,CMP008
S017604,100453,9/30/2025,paid_search,mobile,NG,CMP002
S011723,100833,9/30/2025,email,desktop,US,CMP006
S004259,100587,9/30/2025,paid_search,mobile,CA,CMP002
S012157,100706,9/30/2025,direct,mobile,NL,
S014415,101666,9/30/2025,referral,desktop,US,CMP007
S013702,100219,9/30/2025,organic,mobile,NG,
S002103,101553,9/30/2025,referral,mobile,UK,CMP007
S000558,101843,9/30/2025,email,mobile,NL,CMP005
S009397,100577,9/30/2025,referral,mobile,US,CMP007
S007394,100751,9/30/2025,organic,mobile,FR,
S019884,,9/30/2025,organic,mobile,UK,
S009984,101930,9/30/2025,email,mobile,NG,CMP005
S003551,100707,9/30/2025,referral,mobile,NG,CMP007
S009403,,9/30/2025,organic,mobile,NG,
S016238,100291,9/30/2025,paid_social,mobile,NG,CMP003
S002393,101877,9/30/2025,paid_search,mobile,CA,CMP002
S011657,100568,9/30/2025,paid_search,mobile,NG,CMP002
S016576,101558,9/30/2025,email,mobile,NL,CMP006
S001399,101244,9/30/2025,organic,desktop,US,
S001439,,9/30/2025,paid_social,mobile,US,CMP003
S017189,100311,9/30/2025,organic,mobile,NG,
S013331,100914,9/30/2025,referral,desktop,NG,CMP007
S012557,,9/30/2025,paid_search,mobile,NG,CMP002
S005697,100577,9/30/2025,direct,desktop,NG,
S005337,100851,9/30/2025,email,mobile,NG,CMP006
S004752,,9/30/2025,organic,mobile,CA,
S019353,100942,9/30/2025,direct,mobile,NG,
S017336,101387,9/30/2025,organic,mobile,NG,
S001189,101971,9/30/2025,paid_social,mobile,UK,CMP003
S012359,100914,9/30/2025,paid_search,mobile,US,CMP001
S019357,,9/30/2025,direct,desktop,NG,
S017362,,9/30/2025,paid_search,mobile,NG,CMP002
S013198,100140,9/30/2025,paid_search,mobile,NG,CMP001
S006131,101566,9/30/2025,referral,mobile,NG,CMP007
S017244,101456,9/30/2025,organic,mobile,US,
S005622,101325,9/30/2025,organic,mobile,NG,
S000073,101772,9/30/2025,paid_social,mobile,US,CMP004
S017449,100331,9/30/2025,organic,desktop,DE,
S000792,101081,9/30/2025,paid_social,mobile,US,CMP003
S012374,100108,9/30/2025,paid_search,mobile,CA,CMP001
S016663,100203,9/30/2025,paid_search,mobile,NG,CMP002
S017523,101749,9/30/2025,organic,desktop,NG,
S019975,100599,9/30/2025,direct,mobile,NG,
S005748,,10/1/2025,direct,desktop,UK,
S004308,,10/1/2025,paid_social,desktop,NG,CMP004
S016366,,10/1/2025,paid_search,desktop,US,CMP002
S011650,,10/1/2025,paid_social,mobile,NG,CMP004
S004751,,10/1/2025,referral,mobile,NG,CMP007
S013097,101748,10/1/2025,organic,mobile,NG,
S018906,100014,10/1/2025,paid_social,mobile,NG,CMP008
S000421,100057,10/1/2025,direct,mobile,FR,
S014144,,10/1/2025,paid_social,mobile,NG,CMP008
S014117,100800,10/1/2025,organic,desktop,US,
S016878,101289,10/1/2025,paid_search,desktop,NL,CMP001
S004332,100192,10/1/2025,email,mobile,NG,CMP005
S013472,,10/1/2025,direct,mobile,NG,
S019751,100856,10/1/2025,paid_search,mobile,NG,CMP001
S009038,100266,10/1/2025,paid_social,desktop,US,CMP004
S004451,,10/1/2025,referral,mobile,NG,CMP007
S015649,101779,10/1/2025,organic,desktop,UK,
S005485,101208,10/1/2025,paid_social,mobile,US,CMP004
S006684,,10/1/2025,organic,mobile,FR,
S006694,100289,10/1/2025,paid_search,mobile,CA,CMP001
S010301,100812,10/1/2025,paid_search,mobile,NG,CMP001
S005209,101077,10/1/2025,paid_social,desktop,NG,CMP004
S002180,101045,10/1/2025,direct,desktop,NL,
S004440,101150,10/1/2025,paid_social,desktop,NG,CMP004
S009307,101198,10/1/2025,referral,mobile,NG,CMP007
S012161,,10/1/2025,organic,mobile,NG,
S018753,,10/1/2025,email,desktop,NL,CMP005
S011462,,10/1/2025,organic,mobile,UK,
S003708,101861,10/1/2025,paid_search,mobile,US,CMP001
S010175,100838,10/1/2025,organic,desktop,NL,
S005468,100618,10/1/2025,paid_social,mobile,NG,CMP004
S014840,101814,10/1/2025,paid_social,desktop,NG,CMP003
S013450,101059,10/1/2025,referral,mobile,UK,CMP007
S006385,100720,10/1/2025,referral,mobile,US,CMP007
S008006,100683,10/1/2025,paid_social,mobile,NG,CMP004
S001873,101001,10/1/2025,referral,mobile,NL,CMP007
S001863,100741,10/1/2025,paid_social,mobile,CA,CMP003
S013826,101474,10/1/2025,organic,mobile,NG,
S003527,,10/1/2025,email,mobile,US,CMP006
S004736,101742,10/1/2025,organic,mobile,US,
S015956,,10/1/2025,paid_social,desktop,NG,CMP003
S004201,101369,10/1/2025,paid_search,desktop,UK,CMP002
S019123,100275,10/1/2025,organic,mobile,UK,
S005392,,10/1/2025,organic,desktop,NG,
S009839,101788,10/1/2025,direct,desktop,NG,
S000925,100894,10/1/2025,email,desktop,US,CMP006
S003286,100225,10/1/2025,email,mobile,DE,CMP005
S019703,101213,10/1/2025,organic,desktop,NG,
S002761,100165,10/1/2025,paid_social,mobile,NG,CMP003
S006204,101422,10/1/2025,email,mobile,NG,CMP006
S001722,100269,10/1/2025,paid_social,mobile,DE,CMP004
S011769,101947,10/1/2025,paid_social,desktop,US,CMP008
S007454,,10/1/2025,organic,mobile,CA,
S004026,100863,10/1/2025,email,desktop,NG,CMP006
S006293,100355,10/1/2025,organic,mobile,NG,
S016162,101322,10/1/2025,organic,desktop,NG,
S004143,101020,10/1/2025,organic,mobile,US,
S016149,100217,10/1/2025,referral,mobile,NG,CMP007
S016144,100310,10/1/2025,organic,mobile,NG,
S014651,100624,10/1/2025,paid_search,mobile,NG,CMP002
S017364,,10/1/2025,organic,mobile,CA,
S012702,,10/1/2025,paid_social,mobile,NG,CMP003
S000407,101155,10/1/2025,email,mobile,NG,CMP005
S010453,,10/1/2025,direct,mobile,US,
S006209,,10/1/2025,organic,desktop,UK,
S000339,,10/1/2025,paid_social,mobile,UK,CMP008
S009998,101945,10/1/2025,organic,mobile,NG,
S014747,101293,10/1/2025,organic,mobile,NG,
S001352,,10/1/2025,direct,desktop,NG,
S014424,,10/1/2025,paid_search,desktop,NG,CMP002
S002271,,10/1/2025,paid_search,mobile,UK,CMP002
S013732,100576,10/1/2025,direct,mobile,NG,
S002248,100814,10/1/2025,email,desktop,DE,CMP006
S007693,,10/1/2025,paid_search,desktop,US,CMP001
S003911,100342,10/1/2025,paid_social,desktop,NG,CMP003
S008985,,10/1/2025,organic,mobile,NG,
S001052,100162,10/1/2025,paid_social,mobile,NG,CMP004
S014073,,10/1/2025,paid_search,mobile,NG,CMP002
S016590,101379,10/1/2025,organic,mobile,NG,
S004902,101508,10/1/2025,organic,mobile,NG,
S006353,101944,10/1/2025,direct,desktop,NG,
S005727,,10/1/2025,paid_search,mobile,NG,CMP002
S010966,,10/1/2025,paid_search,mobile,US,CMP002
S016246,,10/1/2025,paid_search,desktop,US,CMP002
S001766,100087,10/1/2025,organic,desktop,NG,
S009776,100714,10/1/2025,direct,mobile,UK,
S011720,101421,10/1/2025,paid_social,desktop,NG,CMP003
S012901,100785,10/1/2025,referral,desktop,US,CMP007
S019363,,10/1/2025,paid_social,mobile,NG,CMP004
S001753,,10/1/2025,paid_search,mobile,US,CMP001
S016601,100962,10/1/2025,paid_social,mobile,NG,CMP004
S007099,,10/1/2025,email,desktop,NL,CMP005
S002669,100300,10/1/2025,referral,mobile,CA,CMP007
S004459,100847,10/1/2025,paid_search,mobile,US,CMP001
S012990,,10/1/2025,direct,mobile,NG,
S018334,101645,10/1/2025,email,mobile,NG,CMP005
S015593,100674,10/1/2025,direct,desktop,NG,
S014916,,10/1/2025,paid_social,desktop,NG,CMP003
S001492,101571,10/1/2025,direct,mobile,NG,
S019561,100461,10/1/2025,organic,desktop,NG,
S006653,100298,10/1/2025,paid_search,mobile,NG,CMP002
S011321,,10/1/2025,paid_search,mobile,DE,CMP001
S000247,101767,10/1/2025,paid_social,desktop,UK,CMP008
S000628,,10/1/2025,paid_social,desktop,US,CMP004
S019889,100668,10/1/2025,referral,mobile,US,CMP007
S008234,101306,10/1/2025,organic,desktop,UK,
S009076,100125,10/1/2025,direct,mobile,NL,
S013161,,10/1/2025,referral,mobile,NG,CMP007
S005220,100067,10/1/2025,direct,mobile,US,
S011105,100886,10/1/2025,organic,mobile,US,
S018336,100554,10/1/2025,organic,desktop,NG,
S015381,100589,10/1/2025,organic,desktop,NG,
S002187,101118,10/1/2025,organic,desktop,NG,
S019737,,10/1/2025,email,mobile,NG,CMP005
S000245,101872,10/1/2025,referral,mobile,NG,CMP007
S011633,100613,10/2/2025,paid_search,mobile,UK,CMP002
S009702,100340,10/2/2025,email,desktop,CA,CMP005
S006914,101642,10/2/2025,organic,mobile,US,
S013968,101492,10/2/2025,direct,desktop,NG,
S005433,100707,10/2/2025,paid_social,mobile,NG,CMP004
S008681,100651,10/2/2025,paid_social,desktop,UK,CMP008
S016467,,10/2/2025,direct,desktop,FR,
S002851,101590,10/2/2025,paid_social,desktop,UK,CMP008
S014649,101088,10/2/2025,paid_social,mobile,US,CMP004
S012728,,10/2/2025,direct,mobile,US,
S002171,100714,10/2/2025,organic,mobile,NG,
S004146,,10/2/2025,paid_search,desktop,UK,CMP001
S018418,100820,10/2/2025,organic,desktop,DE,
S018123,100764,10/2/2025,email,mobile,FR,CMP006
S008390,,10/2/2025,organic,mobile,NL,
S013841,100537,10/2/2025,organic,mobile,US,
S003517,,10/2/2025,direct,mobile,UK,
S006965,101132,10/2/2025,email,mobile,NG,CMP005
S017729,101022,10/2/2025,paid_search,mobile,FR,CMP001
S017232,101489,10/2/2025,email,mobile,CA,CMP006
S014728,101870,10/2/2025,organic,desktop,NG,
S019247,100345,10/2/2025,email,mobile,NG,CMP006
S002021,,10/2/2025,direct,desktop,UK,
S017664,100671,10/2/2025,paid_search,mobile,NG,CMP002
S016742,,10/2/2025,paid_search,mobile,US,CMP002
S007228,100613,10/2/2025,direct,mobile,NG,
S018485,100671,10/2/2025,organic,mobile,UK,
S016465,100453,10/2/2025,organic,desktop,UK,
S005653,,10/2/2025,direct,mobile,CA,
S008488,100166,10/2/2025,direct,desktop,US,
S007207,101004,10/2/2025,paid_social,mobile,NG,CMP003
S006826,100211,10/2/2025,referral,mobile,NL,CMP007
S014802,100651,10/2/2025,email,mobile,NG,CMP006
S002705,101921,10/2/2025,organic,mobile,NG,
S011291,101462,10/2/2025,paid_search,mobile,NG,CMP002
S001383,101195,10/2/2025,paid_search,desktop,US,CMP002
S002030,,10/2/2025,paid_social,desktop,US,CMP004
S001648,101766,10/2/2025,organic,mobile,US,
S008363,101455,10/2/2025,referral,mobile,CA,CMP007
S006401,,10/2/2025,direct,mobile,US,
S009841,100530,10/2/2025,referral,mobile,NG,CMP007
S017388,101332,10/2/2025,paid_search,mobile,UK,CMP001
S007978,100045,10/2/2025,organic,desktop,NG,
S009267,,10/2/2025,organic,mobile,NG,
S002699,100047,10/2/2025,organic,mobile,NG,
S006019,100972,10/2/2025,direct,desktop,US,
S001343,,10/2/2025,paid_social,mobile,NG,CMP004
S000423,,10/2/2025,direct,mobile,US,
S005743,101103,10/2/2025,paid_social,mobile,CA,CMP003
S002005,,10/2/2025,direct,mobile,NG,
S016557,101595,10/2/2025,paid_search,mobile,FR,CMP002
S014505,,10/2/2025,direct,desktop,CA,
S003974,100141,10/2/2025,email,desktop,NG,CMP006
S000849,101499,10/2/2025,email,desktop,NG,CMP005
S008640,100428,10/2/2025,paid_social,desktop,NG,CMP003
S000787,,10/2/2025,paid_social,mobile,NG,CMP008
S010810,101416,10/2/2025,organic,desktop,NG,
S004530,101240,10/2/2025,email,mobile,UK,CMP006
S016231,100688,10/2/2025,email,desktop,DE,CMP006
S016106,100598,10/2/2025,email,desktop,NG,CMP006
S000261,101722,10/2/2025,organic,mobile,NG,
S019802,100906,10/2/2025,paid_search,mobile,NG,CMP002
S014927,100261,10/2/2025,paid_search,mobile,UK,CMP001
S016831,100358,10/2/2025,referral,mobile,NG,CMP007
S011994,100402,10/2/2025,organic,mobile,NG,
S005326,101990,10/2/2025,organic,mobile,NG,
S004561,100082,10/2/2025,paid_search,mobile,NG,CMP002
S012159,,10/2/2025,paid_social,desktop,US,CMP008
S012894,101253,10/2/2025,paid_social,desktop,US,CMP004
S016132,100100,10/2/2025,paid_search,mobile,NG,CMP002
S018039,101133,10/2/2025,email,mobile,US,CMP005
S015687,,10/2/2025,email,mobile,US,CMP005
S016631,100253,10/2/2025,email,mobile,NG,CMP005
S008607,100683,10/2/2025,paid_social,desktop,NG,CMP003
S011681,100445,10/2/2025,direct,desktop,NG,
S007581,101078,10/2/2025,organic,mobile,US,
S016872,,10/2/2025,organic,desktop,NG,
S010551,101672,10/2/2025,paid_search,mobile,NG,CMP002
S000867,,10/2/2025,paid_search,mobile,CA,CMP002
S012004,,10/2/2025,paid_social,mobile,CA,CMP003
S003685,100167,10/2/2025,email,mobile,NG,CMP005
S016712,,10/2/2025,direct,desktop,NL,
S007727,,10/2/2025,referral,mobile,NL,CMP007
S018139,100121,10/2/2025,organic,mobile,NG,
S013279,100860,10/2/2025,direct,mobile,NG,
S005901,101485,10/2/2025,email,desktop,NG,CMP005
S000850,,10/2/2025,paid_social,mobile,NL,CMP008
S001616,101003,10/2/2025,referral,desktop,US,CMP007
S011668,101384,10/2/2025,referral,mobile,CA,CMP007
S016237,100124,10/2/2025,paid_search,mobile,NG,CMP001
S016968,101896,10/2/2025,organic,desktop,DE,
S015945,,10/2/2025,email,desktop,NG,CMP005
S003500,100269,10/2/2025,paid_social,mobile,NG,CMP008
