event_id,session_id,customer_id,event_time,event_type,product_id,event_date
E00036591,S011562,100474,12/23/2025 19:02,view,P0152,12/23/2025
E00036485,S010199,100603,12/23/2025 18:42,view,P0012,12/23/2025
E00036464,S010614,101830,12/23/2025 18:21,view,P0216,12/23/2025
E00036429,S009134,101119,12/23/2025 18:19,purchase,,12/23/2025
E00036577,S013783,100900,12/23/2025 18:18,view,P0148,12/23/2025
E00036428,S009134,101119,12/23/2025 18:11,view,P0078,12/23/2025
E00036450,S017954,,12/23/2025 18:08,view,P0062,12/23/2025
E00036426,S009134,101119,12/23/2025 18:07,view,P0287,12/23/2025
E00036435,S000620,101926,12/23/2025 18:06,add_to_cart,P0090,12/23/2025
E00036427,S009134,101119,12/23/2025 18:06,view,P0122,12/23/2025
E00036434,S000620,101926,12/23/2025 18:06,view,P0235,12/23/2025
E00036436,S000620,101926,12/23/2025 18:05,add_to_cart,P0103,12/23/2025
E00036469,S015499,101891,12/23/2025 17:45,view,P0259,12/23/2025
E00036625,S006296,,12/23/2025 17:42,view,P0045,12/23/2025
E00036468,S015499,101891,12/23/2025 17:40,view,P0124,12/23/2025
E00036624,S006296,,12/23/2025 17:39,view,P0266,12/23/2025
E00036385,S010522,100929,12/23/2025 17:38,add_to_cart,P0216,12/23/2025
E00036470,S015499,101891,12/23/2025 17:36,view,P0358,12/23/2025
E00036623,S006296,,12/23/2025 17:35,view,P0323,12/23/2025
E00036513,S010179,101100,12/23/2025 17:33,purchase,,12/23/2025
E00036512,S010179,101100,12/23/2025 17:30,add_to_cart,P0002,12/23/2025
E00036383,S010522,100929,12/23/2025 17:29,view,P0167,12/23/2025
E00036386,S010522,100929,12/23/2025 17:28,add_to_cart,P0191,12/23/2025
E00036384,S010522,100929,12/23/2025 17:26,view,P0195,12/23/2025
E00036430,S008014,101766,12/23/2025 17:22,view,P0138,12/23/2025
E00036511,S010179,101100,12/23/2025 17:12,view,P0183,12/23/2025
E00036575,S013451,100462,12/23/2025 17:05,view,P0225,12/23/2025
E00036608,S011218,100576,12/23/2025 17:00,add_to_cart,P0096,12/23/2025
E00036605,S011218,100576,12/23/2025 16:47,view,P0173,12/23/2025
E00036539,S009562,,12/23/2025 16:47,view,P0311,12/23/2025
E00036606,S011218,100576,12/23/2025 16:46,view,P0251,12/23/2025
E00036538,S009562,,12/23/2025 16:43,view,P0343,12/23/2025
E00036607,S011218,100576,12/23/2025 16:42,view,P0353,12/23/2025
E00036523,S019799,101626,12/23/2025 16:31,view,P0167,12/23/2025
E00036462,S018378,101362,12/23/2025 16:23,add_to_cart,P0147,12/23/2025
E00036579,S001881,100443,12/23/2025 16:19,view,P0340,12/23/2025
E00036581,S001881,100443,12/23/2025 16:12,view,P0228,12/23/2025
E00036460,S018378,101362,12/23/2025 16:12,view,P0038,12/23/2025
E00036580,S001881,100443,12/23/2025 16:11,view,P0303,12/23/2025
E00036461,S018378,101362,12/23/2025 16:10,add_to_cart,P0290,12/23/2025
E00036459,S018378,101362,12/23/2025 16:05,view,P0067,12/23/2025
E00036371,S004123,,12/23/2025 16:02,view,P0106,12/23/2025
E00036568,S014481,,12/23/2025 16:01,view,P0046,12/23/2025
E00036567,S014481,,12/23/2025 16:01,view,P0154,12/23/2025
E00036370,S004123,,12/23/2025 15:50,view,P0120,12/23/2025
E00036472,S014342,101090,12/23/2025 15:40,view,P0316,12/23/2025
E00036387,S016935,100507,12/23/2025 15:28,view,P0025,12/23/2025
E00036506,S009168,,12/23/2025 15:28,view,P0023,12/23/2025
E00036504,S009168,,12/23/2025 15:26,view,P0323,12/23/2025
E00036505,S009168,,12/23/2025 15:22,view,P0257,12/23/2025
E00036414,S005655,100763,12/23/2025 14:30,view,P0213,12/23/2025
E00036415,S005655,100763,12/23/2025 14:19,view,P0066,12/23/2025
E00036514,S017478,101556,12/23/2025 14:16,view,P0008,12/23/2025
E00036515,S017478,101556,12/23/2025 14:15,view,P0340,12/23/2025
E00036413,S007180,101728,12/23/2025 14:14,view,P0079,12/23/2025
E00036477,S017969,101459,12/23/2025 13:58,view,P0279,12/23/2025
E00036621,S015833,101812,12/23/2025 13:44,view,P0156,12/23/2025
E00036615,S016305,101538,12/23/2025 13:38,view,P0138,12/23/2025
E00036614,S016305,101538,12/23/2025 13:32,view,P0307,12/23/2025
E00036471,S015909,100306,12/23/2025 13:19,view,P0136,12/23/2025
E00036559,S009366,,12/23/2025 13:18,view,P0334,12/23/2025
E00036417,S012534,100788,12/23/2025 13:11,view,P0192,12/23/2025
E00036416,S012534,100788,12/23/2025 13:08,view,P0328,12/23/2025
E00036418,S012534,100788,12/23/2025 13:07,view,P0114,12/23/2025
E00036525,S004730,,12/23/2025 12:21,view,P0052,12/23/2025
E00036444,S000238,100540,12/23/2025 12:20,view,P0263,12/23/2025
E00036456,S010626,101006,12/23/2025 12:11,view,P0227,12/23/2025
E00036526,S004730,,12/23/2025 12:09,view,P0102,12/23/2025
E00036443,S000238,100540,12/23/2025 12:08,view,P0260,12/23/2025
E00036442,S000238,100540,12/23/2025 12:07,view,P0184,12/23/2025
E00036458,S010626,101006,12/23/2025 12:05,view,P0190,12/23/2025
E00036463,S015684,,12/23/2025 12:03,view,P0388,12/23/2025
E00036457,S010626,101006,12/23/2025 12:03,view,P0308,12/23/2025
E00036578,S007049,100769,12/23/2025 11:48,view,P0334,12/23/2025
E00036377,S003583,100139,12/23/2025 11:30,view,P0092,12/23/2025
E00036562,S003955,100556,12/23/2025 11:22,view,P0043,12/23/2025
E00036376,S003583,100139,12/23/2025 11:22,view,P0186,12/23/2025
E00036574,S018586,101252,12/23/2025 11:11,view,P0246,12/23/2025
E00036487,S001771,100095,12/23/2025 11:02,view,P0014,12/23/2025
E00036488,S001771,100095,12/23/2025 10:58,view,P0065,12/23/2025
E00036573,S018586,101252,12/23/2025 10:57,view,P0273,12/23/2025
E00036609,S017080,,12/23/2025 10:54,view,P0390,12/23/2025
E00036486,S001771,100095,12/23/2025 10:52,view,P0203,12/23/2025
E00036610,S017080,,12/23/2025 10:46,view,P0282,12/23/2025
E00036481,S008023,100682,12/23/2025 10:18,purchase,,12/23/2025
E00036495,S008451,101489,12/23/2025 10:12,purchase,,12/23/2025
E00036455,S004240,,12/23/2025 10:12,view,P0068,12/23/2025
E00036494,S008451,101489,12/23/2025 10:06,add_to_cart,P0273,12/23/2025
E00036493,S008451,101489,12/23/2025 10:04,view,P0145,12/23/2025
E00036479,S008023,100682,12/23/2025 9:58,view,P0106,12/23/2025
E00036480,S008023,100682,12/23/2025 9:57,view,P0315,12/23/2025
E00036482,S001870,101827,12/23/2025 9:56,view,P0227,12/23/2025
E00036478,S008023,100682,12/23/2025 9:50,view,P0230,12/23/2025
E00036476,S000806,,12/23/2025 9:43,view,P0061,12/23/2025
E00036492,S000747,100290,12/23/2025 9:40,purchase,,12/23/2025
E00036475,S000806,,12/23/2025 9:37,view,P0357,12/23/2025
E00036474,S000806,,12/23/2025 9:33,view,P0371,12/23/2025
E00036490,S000747,100290,12/23/2025 9:19,view,P0267,12/23/2025
E00036489,S000747,100290,12/23/2025 9:19,view,P0248,12/23/2025
E00036491,S000747,100290,12/23/2025 9:18,view,P0320,12/23/2025
E00036407,S012846,101516,12/23/2025 9:05,view,P0355,12/23/2025
E00036501,S016562,,12/23/2025 8:39,view,P0233,12/23/2025
E00036502,S016562,,12/23/2025 8:39,view,P0394,12/23/2025
E00036362,S011986,100972,12/23/2025 8:34,view,P0360,12/23/2025
E00036503,S016562,,12/23/2025 8:31,view,P0259,12/23/2025
E00036364,S011986,100972,12/23/2025 8:29,view,P0341,12/23/2025
E00036449,S015995,100248,12/23/2025 8:23,view,P0356,12/23/2025
E00036363,S011986,100972,12/23/2025 8:22,view,P0185,12/23/2025
E00036586,S003717,100930,12/23/2025 8:15,view,P0333,12/23/2025
E00036585,S003717,100930,12/23/2025 8:14,view,P0081,12/23/2025
E00036570,S019958,100648,12/23/2025 8:13,view,P0124,12/23/2025
E00036584,S003717,100930,12/23/2025 8:07,view,P0168,12/23/2025
E00036500,S019679,100972,12/23/2025 8:04,view,P0286,12/23/2025
E00036473,S004390,100505,12/23/2025 8:01,view,P0160,12/23/2025
E00036499,S019679,100972,12/23/2025 8:01,view,P0329,12/23/2025
E00036425,S014361,,12/23/2025 7:54,add_to_cart,P0358,12/23/2025
E00036419,S015360,,12/23/2025 7:45,view,P0210,12/23/2025
E00036402,S003576,100873,12/23/2025 7:42,view,P0170,12/23/2025
E00036424,S014361,,12/23/2025 7:39,add_to_cart,P0191,12/23/2025
E00036420,S015360,,12/23/2025 7:38,view,P0370,12/23/2025
E00036423,S014361,,12/23/2025 7:37,view,P0086,12/23/2025
E00036421,S014361,,12/23/2025 7:36,view,P0393,12/23/2025
E00036401,S003576,100873,12/23/2025 7:35,view,P0114,12/23/2025
E00036422,S014361,,12/23/2025 7:32,view,P0266,12/23/2025
E00036569,S012772,101411,12/23/2025 7:27,view,P0096,12/23/2025
E00036529,S001153,101110,12/23/2025 7:26,view,P0265,12/23/2025
E00036528,S001153,101110,12/23/2025 7:21,view,P0400,12/23/2025
E00036527,S001153,101110,12/23/2025 7:14,view,P0047,12/23/2025
E00036373,S008137,100235,12/23/2025 7:14,add_to_cart,P0391,12/23/2025
E00036374,S008137,100235,12/23/2025 7:14,add_to_cart,P0065,12/23/2025
E00036412,S010703,101976,12/23/2025 7:03,view,P0325,12/23/2025
E00036597,S017361,100978,12/23/2025 7:02,view,P0249,12/23/2025
E00036595,S017361,100978,12/23/2025 7:01,view,P0276,12/23/2025
E00036483,S017065,,12/23/2025 7:00,view,P0023,12/23/2025
E00036484,S017065,,12/23/2025 6:58,view,P0054,12/23/2025
E00036372,S008137,100235,12/23/2025 6:58,view,P0071,12/23/2025
E00036596,S017361,100978,12/23/2025 6:56,view,P0337,12/23/2025
E00036439,S016637,100710,12/23/2025 6:54,view,P0282,12/23/2025
E00036496,S003153,100288,12/23/2025 6:29,view,P0154,12/23/2025
E00036497,S003153,100288,12/23/2025 6:28,view,P0032,12/23/2025
E00036498,S003153,100288,12/23/2025 6:16,view,P0240,12/23/2025
E00036565,S018055,101388,12/23/2025 6:14,add_to_cart,P0156,12/23/2025
E00036564,S018055,101388,12/23/2025 6:11,view,P0146,12/23/2025
E00036397,S005244,101091,12/23/2025 6:10,add_to_cart,P0385,12/23/2025
E00036566,S018055,101388,12/23/2025 6:05,add_to_cart,P0362,12/23/2025
E00036563,S018055,101388,12/23/2025 6:03,view,P0153,12/23/2025
E00036398,S005244,101091,12/23/2025 6:01,add_to_cart,P0197,12/23/2025
E00036395,S005244,101091,12/23/2025 6:01,view,P0213,12/23/2025
E00036622,S000372,,12/23/2025 6:01,view,P0338,12/23/2025
E00036396,S005244,101091,12/23/2025 5:50,view,P0155,12/23/2025
E00036448,S000246,101771,12/23/2025 5:24,add_to_cart,P0045,12/23/2025
E00036452,S012263,100733,12/23/2025 5:19,view,P0261,12/23/2025
E00036451,S012263,100733,12/23/2025 5:17,view,P0303,12/23/2025
E00036447,S000246,101771,12/23/2025 5:17,view,P0284,12/23/2025
E00036445,S000246,101771,12/23/2025 5:15,view,P0092,12/23/2025
E00036446,S000246,101771,12/23/2025 5:15,view,P0225,12/23/2025
E00036465,S018389,101683,12/23/2025 5:07,view,P0003,12/23/2025
E00036466,S018389,101683,12/23/2025 5:05,view,P0286,12/23/2025
E00036467,S018389,101683,12/23/2025 4:59,view,P0344,12/23/2025
E00036619,S001103,,12/23/2025 4:52,view,P0230,12/23/2025
E00036620,S001103,,12/23/2025 4:48,view,P0344,12/23/2025
E00036361,S000852,,12/23/2025 4:33,add_to_cart,P0346,12/23/2025
E00036438,S007510,101618,12/23/2025 4:33,add_to_cart,P0084,12/23/2025
E00036437,S007510,101618,12/23/2025 4:27,view,P0397,12/23/2025
E00036360,S000852,,12/23/2025 4:26,view,P0197,12/23/2025
E00036392,S007660,100426,12/23/2025 4:26,add_to_cart,P0280,12/23/2025
E00036358,S000852,,12/23/2025 4:24,view,P0389,12/23/2025
E00036359,S000852,,12/23/2025 4:21,view,P0283,12/23/2025
E00036393,S007660,100426,12/23/2025 4:21,add_to_cart,P0388,12/23/2025
E00036390,S007660,100426,12/23/2025 4:20,view,P0062,12/23/2025
E00036391,S007660,100426,12/23/2025 4:18,view,P0204,12/23/2025
E00036519,S003972,100375,12/23/2025 4:03,add_to_cart,P0167,12/23/2025
E00036400,S017727,101667,12/23/2025 4:02,add_to_cart,P0002,12/23/2025
E00036546,S012353,101125,12/23/2025 4:02,view,P0285,12/23/2025
E00036406,S005527,,12/23/2025 4:01,view,P0156,12/23/2025
E00036517,S003972,100375,12/23/2025 3:59,view,P0036,12/23/2025
E00036516,S003972,100375,12/23/2025 3:59,view,P0163,12/23/2025
E00036518,S003972,100375,12/23/2025 3:58,add_to_cart,P0097,12/23/2025
E00036369,S002291,101197,12/23/2025 3:48,view,P0210,12/23/2025
E00036368,S002291,101197,12/23/2025 3:47,view,P0368,12/23/2025
E00036543,S006752,100665,12/23/2025 3:45,view,P0108,12/23/2025
E00036399,S017727,101667,12/23/2025 3:43,view,P0309,12/23/2025
E00036545,S006752,100665,12/23/2025 3:36,view,P0149,12/23/2025
E00036544,S006752,100665,12/23/2025 3:36,view,P0243,12/23/2025
E00036602,S004580,100091,12/23/2025 3:14,purchase,,12/23/2025
E00036600,S004580,100091,12/23/2025 3:05,add_to_cart,P0126,12/23/2025
E00036601,S004580,100091,12/23/2025 3:02,add_to_cart,P0155,12/23/2025
E00036599,S004580,100091,12/23/2025 2:47,view,P0054,12/23/2025
E00036557,S012346,100521,12/23/2025 2:14,add_to_cart,P0003,12/23/2025
E00036555,S012346,100521,12/23/2025 2:09,view,P0049,12/23/2025
E00036558,S012346,100521,12/23/2025 2:08,add_to_cart,P0080,12/23/2025
E00036556,S012346,100521,12/23/2025 2:06,view,P0240,12/23/2025
E00036554,S012346,100521,12/23/2025 2:05,view,P0316,12/23/2025
E00036576,S018552,,12/23/2025 1:44,view,P0389,12/23/2025
E00036405,S004083,101244,12/23/2025 1:43,view,P0111,12/23/2025
E00036404,S004083,101244,12/23/2025 1:42,view,P0034,12/23/2025
E00036561,S005133,101959,12/23/2025 1:38,view,P0300,12/23/2025
E00036403,S004083,101244,12/23/2025 1:37,view,P0323,12/23/2025
E00036582,S012093,,12/23/2025 1:32,view,P0282,12/23/2025
E00036367,S016645,101921,12/23/2025 1:30,add_to_cart,P0277,12/23/2025
E00036441,S007501,,12/23/2025 1:29,view,P0003,12/23/2025
E00036583,S012093,,12/23/2025 1:29,view,P0195,12/23/2025
E00036594,S015744,100972,12/23/2025 1:28,view,P0051,12/23/2025
E00036440,S007501,,12/23/2025 1:28,view,P0264,12/23/2025
E00036592,S015744,100972,12/23/2025 1:26,view,P0290,12/23/2025
E00036560,S005133,101959,12/23/2025 1:25,view,P0280,12/23/2025
E00036593,S015744,100972,12/23/2025 1:25,view,P0366,12/23/2025
E00036571,S006625,,12/23/2025 1:21,view,P0357,12/23/2025
E00036366,S016645,101921,12/23/2025 1:21,add_to_cart,P0284,12/23/2025
E00036572,S006625,,12/23/2025 1:19,view,P0206,12/23/2025
E00036365,S016645,101921,12/23/2025 1:19,view,P0329,12/23/2025
E00036389,S007226,100743,12/23/2025 1:11,view,P0080,12/23/2025
E00036612,S005440,101209,12/23/2025 1:06,view,P0283,12/23/2025
E00036388,S007226,100743,12/23/2025 1:06,view,P0132,12/23/2025
E00036611,S005440,101209,12/23/2025 1:06,view,P0269,12/23/2025
E00036613,S005440,101209,12/23/2025 1:03,view,P0188,12/23/2025
E00036382,S013493,101227,12/23/2025 0:40,add_to_cart,P0054,12/23/2025
E00036308,S008698,100603,12/23/2025 0:32,purchase,,12/23/2025
E00036381,S013493,101227,12/23/2025 0:31,view,P0253,12/23/2025
E00036380,S013493,101227,12/23/2025 0:28,view,P0395,12/23/2025
E00036432,S019243,101539,12/23/2025 0:27,view,P0270,12/23/2025
E00036431,S019243,101539,12/23/2025 0:24,view,P0204,12/23/2025
E00036306,S008698,100603,12/23/2025 0:21,add_to_cart,P0143,12/23/2025
E00036307,S008698,100603,12/23/2025 0:18,add_to_cart,P0228,12/23/2025
E00036215,S007244,,12/23/2025 0:10,view,P0173,12/23/2025
E00036305,S008698,100603,12/23/2025 0:09,view,P0137,12/23/2025
E00036303,S008698,100603,12/23/2025 0:05,view,P0313,12/23/2025
E00036042,S006820,101553,12/23/2025 0:05,view,P0168,12/23/2025
E00036324,S010860,,12/23/2025 0:05,view,P0328,12/23/2025
E00036304,S008698,100603,12/23/2025 0:01,view,P0291,12/23/2025
E00036325,S010860,,12/23/2025 0:01,view,P0094,12/23/2025
E00036283,S011652,,12/23/2025 0:00,view,P0125,12/23/2025
E00036284,S011652,,12/23/2025 0:00,view,P0106,12/23/2025
E00036041,S006820,101553,12/22/2025 23:58,view,P0129,12/22/2025
E00036237,S007350,101054,12/22/2025 23:57,view,P0287,12/22/2025
E00036235,S007350,101054,12/22/2025 23:56,view,P0026,12/22/2025
E00036326,S010860,,12/22/2025 23:55,view,P0292,12/22/2025
E00036236,S007350,101054,12/22/2025 23:51,view,P0386,12/22/2025
E00036104,S016715,,12/22/2025 23:47,view,P0312,12/22/2025
E00036103,S016715,,12/22/2025 23:37,view,P0371,12/22/2025
E00036105,S016715,,12/22/2025 23:36,view,P0272,12/22/2025
E00036320,S012722,100064,12/22/2025 23:24,view,P0349,12/22/2025
E00036250,S000001,100187,12/22/2025 23:11,view,P0123,12/22/2025
E00036248,S000001,100187,12/22/2025 23:09,view,P0176,12/22/2025
E00036315,S011976,101244,12/22/2025 23:09,view,P0211,12/22/2025
E00036317,S011976,101244,12/22/2025 23:09,add_to_cart,P0349,12/22/2025
E00036289,S013746,,12/22/2025 23:08,view,P0231,12/22/2025
E00036316,S011976,101244,12/22/2025 23:07,view,P0166,12/22/2025
E00036290,S013746,,12/22/2025 23:06,view,P0341,12/22/2025
E00036288,S013746,,12/22/2025 23:06,view,P0339,12/22/2025
E00036249,S000001,100187,12/22/2025 23:05,view,P0171,12/22/2025
E00036251,S011917,101216,12/22/2025 22:54,view,P0172,12/22/2025
E00036253,S011917,101216,12/22/2025 22:53,view,P0125,12/22/2025
E00036252,S011917,101216,12/22/2025 22:43,view,P0320,12/22/2025
E00036202,S000735,100914,12/22/2025 22:05,view,P0231,12/22/2025
E00036226,S018817,,12/22/2025 21:53,view,P0219,12/22/2025
E00036201,S000735,100914,12/22/2025 21:52,view,P0390,12/22/2025
E00036181,S000452,101967,12/22/2025 21:50,purchase,,12/22/2025
E00036208,S002355,100747,12/22/2025 21:45,view,P0100,12/22/2025
E00036180,S000452,101967,12/22/2025 21:21,add_to_cart,P0361,12/22/2025
E00036179,S000452,101967,12/22/2025 21:20,view,P0366,12/22/2025
E00036229,S007311,,12/22/2025 21:05,view,P0066,12/22/2025
E00036227,S007311,,12/22/2025 21:03,view,P0332,12/22/2025
E00036228,S007311,,12/22/2025 21:02,view,P0389,12/22/2025
E00036108,S017599,100835,12/22/2025 20:59,view,P0148,12/22/2025
E00036110,S001836,100526,12/22/2025 20:55,add_to_cart,P0094,12/22/2025
E00036107,S017599,100835,12/22/2025 20:54,view,P0180,12/22/2025
E00036106,S017599,100835,12/22/2025 20:50,view,P0352,12/22/2025
E00036111,S001836,100526,12/22/2025 20:48,add_to_cart,P0290,12/22/2025
E00036109,S001836,100526,12/22/2025 20:45,view,P0097,12/22/2025
E00036340,S010266,100569,12/22/2025 20:35,view,P0153,12/22/2025
E00036339,S010266,100569,12/22/2025 20:34,view,P0012,12/22/2025
E00036130,S004407,100241,12/22/2025 20:05,view,P0166,12/22/2025
E00036129,S004407,100241,12/22/2025 19:55,view,P0089,12/22/2025
E00036128,S004407,100241,12/22/2025 19:55,view,P0056,12/22/2025
E00036112,S001194,101323,12/22/2025 19:40,view,P0289,12/22/2025
E00036256,S013179,,12/22/2025 19:33,view,P0291,12/22/2025
E00036258,S013179,,12/22/2025 19:28,view,P0043,12/22/2025
E00036257,S013179,,12/22/2025 19:27,view,P0021,12/22/2025
E00036163,S016797,,12/22/2025 19:03,view,P0348,12/22/2025
E00036333,S008865,101758,12/22/2025 18:54,view,P0349,12/22/2025
E00036334,S008865,101758,12/22/2025 18:52,view,P0129,12/22/2025
E00036217,S004696,100975,12/22/2025 18:52,view,P0296,12/22/2025
E00036118,S007737,100827,12/22/2025 18:49,view,P0342,12/22/2025
E00036216,S004696,100975,12/22/2025 18:44,view,P0226,12/22/2025
E00036263,S008966,,12/22/2025 18:44,view,P0046,12/22/2025
E00036218,S004696,100975,12/22/2025 18:42,view,P0326,12/22/2025
E00036261,S008966,,12/22/2025 18:40,view,P0394,12/22/2025
E00036262,S008966,,12/22/2025 18:35,view,P0318,12/22/2025
E00036141,S007451,100362,12/22/2025 18:28,view,P0326,12/22/2025
E00036213,S002344,101314,12/22/2025 18:16,view,P0094,12/22/2025
E00036142,S007451,100362,12/22/2025 18:16,view,P0289,12/22/2025
E00036072,S000036,100239,12/22/2025 18:15,view,P0185,12/22/2025
E00036136,S017548,101146,12/22/2025 18:14,add_to_cart,P0379,12/22/2025
E00036212,S002344,101314,12/22/2025 18:13,view,P0172,12/22/2025
E00036176,S019428,101596,12/22/2025 18:13,view,P0215,12/22/2025
E00036177,S019428,101596,12/22/2025 18:13,view,P0014,12/22/2025
E00036074,S000036,100239,12/22/2025 18:11,view,P0123,12/22/2025
E00036214,S002344,101314,12/22/2025 18:06,view,P0049,12/22/2025
E00036135,S017548,101146,12/22/2025 18:06,add_to_cart,P0206,12/22/2025
E00036073,S000036,100239,12/22/2025 18:04,view,P0108,12/22/2025
E00036175,S019428,101596,12/22/2025 18:04,view,P0334,12/22/2025
E00036327,S013126,101170,12/22/2025 17:57,view,P0386,12/22/2025
E00036134,S017548,101146,12/22/2025 17:52,view,P0325,12/22/2025
E00036328,S013126,101170,12/22/2025 17:49,view,P0303,12/22/2025
E00036067,S003546,100510,12/22/2025 17:42,purchase,,12/22/2025
E00036066,S003546,100510,12/22/2025 17:41,add_to_cart,P0357,12/22/2025
E00036085,S005088,,12/22/2025 17:29,purchase,,12/22/2025
E00036065,S003546,100510,12/22/2025 17:28,view,P0025,12/22/2025
E00036271,S012516,101416,12/22/2025 17:26,view,P0341,12/22/2025
E00036270,S012516,101416,12/22/2025 17:24,view,P0250,12/22/2025
E00036064,S003546,100510,12/22/2025 17:21,view,P0222,12/22/2025
E00036269,S012516,101416,12/22/2025 17:20,view,P0316,12/22/2025
E00036063,S003546,100510,12/22/2025 17:19,view,P0078,12/22/2025
E00036084,S005088,,12/22/2025 17:18,add_to_cart,P0292,12/22/2025
E00036082,S005088,,12/22/2025 17:18,view,P0179,12/22/2025
E00036083,S005088,,12/22/2025 17:15,view,P0140,12/22/2025
E00036259,S009654,100666,12/22/2025 16:57,view,P0189,12/22/2025
E00036287,S010299,100172,12/22/2025 16:57,view,P0293,12/22/2025
E00036285,S010299,100172,12/22/2025 16:56,view,P0309,12/22/2025
E00036286,S010299,100172,12/22/2025 16:55,view,P0373,12/22/2025
E00036192,S007086,,12/22/2025 16:27,view,P0307,12/22/2025
E00036055,S005159,101186,12/22/2025 15:58,purchase,,12/22/2025
E00036318,S009679,101656,12/22/2025 15:53,view,P0383,12/22/2025
E00036319,S009679,101656,12/22/2025 15:52,view,P0247,12/22/2025
E00036054,S005159,101186,12/22/2025 15:41,add_to_cart,P0112,12/22/2025
E00036052,S005159,101186,12/22/2025 15:39,view,P0025,12/22/2025
E00036310,S013552,101785,12/22/2025 15:38,add_to_cart,P0242,12/22/2025
E00036053,S005159,101186,12/22/2025 15:36,add_to_cart,P0259,12/22/2025
E00036309,S013552,101785,12/22/2025 15:16,view,P0150,12/22/2025
E00036061,S006870,100209,12/22/2025 15:06,add_to_cart,P0111,12/22/2025
E00036060,S006870,100209,12/22/2025 15:03,view,P0126,12/22/2025
E00036188,S002700,100102,12/22/2025 14:56,purchase,,12/22/2025
E00036186,S002700,100102,12/22/2025 14:50,view,P0362,12/22/2025
E00036351,S009402,101677,12/22/2025 14:50,view,P0214,12/22/2025
E00036185,S002700,100102,12/22/2025 14:47,view,P0343,12/22/2025
E00036187,S002700,100102,12/22/2025 14:46,view,P0088,12/22/2025
E00036350,S009402,101677,12/22/2025 14:43,view,P0162,12/22/2025
E00036349,S009402,101677,12/22/2025 14:42,view,P0182,12/22/2025
E00036143,S016745,101037,12/22/2025 14:41,view,P0233,12/22/2025
E00036274,S010460,100907,12/22/2025 14:38,view,P0011,12/22/2025
E00036276,S010460,100907,12/22/2025 14:34,view,P0061,12/22/2025
E00036275,S010460,100907,12/22/2025 14:32,view,P0006,12/22/2025
E00036207,S006157,,12/22/2025 14:28,view,P0221,12/22/2025
E00036206,S006157,,12/22/2025 14:27,view,P0031,12/22/2025
E00036167,S019203,101806,12/22/2025 14:22,add_to_cart,P0258,12/22/2025
E00036338,S015249,100924,12/22/2025 14:22,view,P0306,12/22/2025
E00036197,S002571,100910,12/22/2025 14:16,view,P0256,12/22/2025
E00036196,S002571,100910,12/22/2025 14:04,view,P0087,12/22/2025
E00036166,S019203,101806,12/22/2025 14:01,view,P0178,12/22/2025
E00036178,S016696,,12/22/2025 13:51,view,P0170,12/22/2025
E00036322,S013111,,12/22/2025 13:44,view,P0137,12/22/2025
E00036346,S012182,101072,12/22/2025 13:40,view,P0395,12/22/2025
E00036321,S013111,,12/22/2025 13:38,view,P0276,12/22/2025
E00036347,S012182,101072,12/22/2025 13:34,view,P0077,12/22/2025
E00036348,S012182,101072,12/22/2025 13:29,view,P0218,12/22/2025
E00036150,S001339,100651,12/22/2025 12:57,view,P0253,12/22/2025
E00036273,S011141,100066,12/22/2025 12:55,view,P0090,12/22/2025
E00036151,S001339,100651,12/22/2025 12:52,view,P0058,12/22/2025
E00036272,S011141,100066,12/22/2025 12:51,view,P0029,12/22/2025
E00036059,S006775,101136,12/22/2025 12:49,view,P0266,12/22/2025
E00036268,S009082,101563,12/22/2025 12:47,view,P0245,12/22/2025
E00036149,S001339,100651,12/22/2025 12:46,view,P0122,12/22/2025
E00036191,S005547,100082,12/22/2025 12:41,view,P0373,12/22/2025
E00036058,S006775,101136,12/22/2025 12:40,view,P0105,12/22/2025
E00036282,S010057,,12/22/2025 12:04,view,P0239,12/22/2025
E00036124,S019040,100045,12/22/2025 11:55,view,P0361,12/22/2025
E00036123,S019040,100045,12/22/2025 11:50,view,P0024,12/22/2025
E00036122,S019040,100045,12/22/2025 11:49,view,P0358,12/22/2025
E00036194,S000591,101879,12/22/2025 11:38,add_to_cart,P0116,12/22/2025
E00036100,S006358,,12/22/2025 11:35,view,P0032,12/22/2025
E00036099,S006358,,12/22/2025 11:32,view,P0290,12/22/2025
E00036101,S006358,,12/22/2025 11:27,add_to_cart,P0397,12/22/2025
E00036193,S000591,101879,12/22/2025 11:23,view,P0014,12/22/2025
E00036225,S016129,101756,12/22/2025 11:15,purchase,,12/22/2025
E00036277,S010976,101960,12/22/2025 11:12,view,P0340,12/22/2025
E00036278,S010976,101960,12/22/2025 11:10,view,P0075,12/22/2025
E00036345,S014891,100286,12/22/2025 10:58,view,P0072,12/22/2025
E00036224,S016129,101756,12/22/2025 10:56,view,P0100,12/22/2025
E00036343,S014891,100286,12/22/2025 10:55,view,P0233,12/22/2025
E00036344,S014891,100286,12/22/2025 10:52,view,P0188,12/22/2025
E00036223,S016129,101756,12/22/2025 10:48,view,P0195,12/22/2025
E00036189,S018585,100632,12/22/2025 10:43,view,P0119,12/22/2025
E00036190,S018585,100632,12/22/2025 10:42,view,P0038,12/22/2025
E00036314,S015328,100895,12/22/2025 10:13,view,P0125,12/22/2025
E00036313,S015328,100895,12/22/2025 10:12,view,P0374,12/22/2025
