session_id,customer_id,session_date,channel,device,country,campaign_id
S000371,100914.0,2025-08-12,paid_search,desktop,NG,CMP002
S017788,101850.0,2025-08-12,paid_social,desktop,FR,CMP008
S001989,101700.0,2025-08-12,paid_social,mobile,NG,CMP003
S002473,101401.0,2025-08-12,organic,mobile,NL,
S005208,100692.0,2025-08-12,organic,desktop,DE,
S002469,,2025-08-12,paid_search,mobile,NG,CMP002
S006656,101796.0,2025-08-12,direct,desktop,CA,
S003741,100699.0,2025-08-12,direct,desktop,CA,
S005250,,2025-08-12,paid_social,mobile,DE,CMP008
S007280,100097.0,2025-08-12,email,mobile,DE,CMP006
S006797,100336.0,2025-08-12,organic,mobile,CA,
S019681,101797.0,2025-08-12,email,desktop,US,CMP005
S008266,100900.0,2025-08-12,referral,mobile,NG,CMP007
S004182,101399.0,2025-08-12,referral,mobile,NG,CMP007
S018717,101763.0,2025-08-12,paid_search,desktop,NG,CMP001
S004920,,2025-08-12,paid_search,desktop,DE,CMP002
S010578,100400.0,2025-08-12,direct,desktop,NG,
S016204,101650.0,2025-08-12,paid_social,mobile,DE,CMP003
S017705,,2025-08-12,direct,mobile,DE,
S016205,,2025-08-12,paid_social,mobile,NG,CMP008
S012290,101061.0,2025-08-12,direct,mobile,FR,
S010950,,2025-08-12,email,mobile,NG,CMP006
S017040,,2025-08-12,paid_search,desktop,CA,CMP002
S008089,,2025-08-12,paid_social,mobile,NG,CMP003
S008099,,2025-08-12,paid_social,mobile,UK,CMP003
S010687,,2025-08-12,direct,mobile,UK,
S001026,,2025-08-12,organic,desktop,UK,
S010693,100011.0,2025-08-12,paid_search,mobile,FR,CMP001
S005442,101556.0,2025-08-12,email,mobile,NG,CMP006
S005787,,2025-08-12,paid_search,mobile,NG,CMP001
S012174,100703.0,2025-08-12,email,mobile,NG,CMP005
S014362,,2025-08-12,organic,mobile,NG,
S012831,101917.0,2025-08-12,paid_social,mobile,CA,CMP008
S010302,100402.0,2025-08-12,direct,mobile,NG,
S016263,101383.0,2025-08-12,referral,mobile,NL,CMP007
S007216,101446.0,2025-08-12,paid_social,mobile,US,CMP004
S005412,101040.0,2025-08-12,paid_search,mobile,US,CMP002
S000572,101164.0,2025-08-12,paid_search,mobile,NG,CMP001
S012824,,2025-08-12,paid_search,mobile,US,CMP001
S015474,,2025-08-12,paid_social,mobile,UK,CMP003
S001378,,2025-08-12,paid_social,mobile,UK,CMP003
S012451,101031.0,2025-08-12,organic,mobile,NG,
S000204,100992.0,2025-08-12,paid_search,desktop,UK,CMP002
S017018,101478.0,2025-08-12,direct,mobile,UK,
S019185,100622.0,2025-08-12,paid_social,mobile,NG,CMP003
S002547,100923.0,2025-08-12,paid_search,mobile,US,CMP001
S003760,100032.0,2025-08-13,referral,mobile,NG,CMP007
S006727,101043.0,2025-08-13,paid_search,mobile,NG,CMP001
S000876,100623.0,2025-08-13,paid_social,mobile,NG,CMP003
S006426,100851.0,2025-08-13,organic,desktop,NG,
S006723,101275.0,2025-08-13,email,mobile,NG,CMP005
S014054,100416.0,2025-08-13,paid_social,desktop,NG,CMP008
S008639,,2025-08-13,organic,mobile,NG,
S015903,101804.0,2025-08-13,organic,mobile,CA,
S013185,101275.0,2025-08-13,paid_search,desktop,DE,CMP002
S008084,101399.0,2025-08-13,direct,desktop,NG,
S000949,100362.0,2025-08-13,paid_social,mobile,UK,CMP003
S009096,101203.0,2025-08-13,paid_search,desktop,NG,CMP001
S005399,,2025-08-13,organic,mobile,NG,
S007899,,2025-08-13,organic,mobile,NG,
S016404,100955.0,2025-08-13,organic,mobile,CA,
S018170,,2025-08-13,organic,mobile,NG,
S009276,,2025-08-13,organic,mobile,NG,
S018375,101463.0,2025-08-13,paid_social,mobile,DE,CMP003
S016836,101219.0,2025-08-13,email,desktop,NG,CMP006
S008118,,2025-08-13,paid_search,mobile,US,CMP002
S015793,,2025-08-13,organic,desktop,NG,
S008066,101546.0,2025-08-13,organic,mobile,NG,
S010835,100979.0,2025-08-13,paid_social,mobile,NG,CMP008
S015607,101259.0,2025-08-13,direct,mobile,UK,
S018119,101936.0,2025-08-13,organic,mobile,US,
S015316,101029.0,2025-08-13,organic,mobile,CA,
S006636,101080.0,2025-08-13,paid_social,desktop,US,CMP004
S010880,,2025-08-13,email,mobile,US,CMP005
S019199,100318.0,2025-08-13,paid_social,mobile,CA,CMP003
S015471,,2025-08-13,email,mobile,US,CMP006
S012202,101981.0,2025-08-13,email,desktop,UK,CMP005
S007752,101057.0,2025-08-13,referral,mobile,NG,CMP007
S000502,101932.0,2025-08-13,direct,mobile,NG,
S000229,100331.0,2025-08-13,paid_search,desktop,NG,CMP002
S015347,101763.0,2025-08-13,paid_social,desktop,NG,CMP004
S006490,,2025-08-13,paid_search,mobile,US,CMP001
S018094,100043.0,2025-08-13,direct,desktop,NG,
S018000,,2025-08-13,paid_social,desktop,NL,CMP008
S001490,,2025-08-13,paid_search,desktop,FR,CMP001
S011923,,2025-08-13,referral,mobile,NG,CMP007
S000938,100423.0,2025-08-13,organic,mobile,NG,
S013602,100638.0,2025-08-13,paid_social,desktop,NG,CMP008
S008260,,2025-08-13,organic,mobile,NG,
S004438,,2025-08-13,direct,mobile,NL,
S001615,,2025-08-13,direct,mobile,NG,
S006718,,2025-08-13,organic,mobile,NG,
S015177,100386.0,2025-08-13,organic,mobile,NG,
S008683,101639.0,2025-08-13,organic,mobile,FR,
S006568,,2025-08-13,paid_search,desktop,NG,CMP001
S004829,101610.0,2025-08-13,referral,desktop,US,CMP007
S014712,101770.0,2025-08-13,organic,mobile,NG,
S010566,,2025-08-13,direct,mobile,CA,
S013098,100242.0,2025-08-13,organic,mobile,NG,
S004689,101357.0,2025-08-13,paid_search,mobile,FR,CMP001
S014779,101905.0,2025-08-13,organic,desktop,FR,
S016033,101498.0,2025-08-13,paid_social,desktop,NG,CMP008
S016193,100595.0,2025-08-13,organic,desktop,FR,
S002422,101376.0,2025-08-13,paid_social,desktop,NG,CMP003
S015941,,2025-08-13,organic,mobile,NG,
S007317,,2025-08-13,paid_search,mobile,US,CMP001
S007399,101388.0,2025-08-13,email,mobile,US,CMP006
S011347,100743.0,2025-08-13,paid_social,mobile,NG,CMP004
S017462,100343.0,2025-08-13,organic,mobile,DE,
S000675,101662.0,2025-08-13,paid_social,mobile,US,CMP008
S007089,101832.0,2025-08-13,referral,desktop,NG,CMP007
S018708,100923.0,2025-08-13,paid_search,mobile,UK,CMP002
S019998,100548.0,2025-08-13,organic,mobile,NG,
S016918,100051.0,2025-08-13,paid_search,desktop,US,CMP002
S002475,101316.0,2025-08-13,paid_social,mobile,CA,CMP003
S004303,101332.0,2025-08-13,direct,desktop,US,
S016081,101452.0,2025-08-13,organic,mobile,NG,
S006123,101328.0,2025-08-13,paid_social,desktop,NG,CMP003
S002739,100958.0,2025-08-13,referral,desktop,NG,CMP007
S002431,,2025-08-13,organic,desktop,NG,
S009914,100743.0,2025-08-13,paid_social,mobile,DE,CMP008
S005923,,2025-08-13,direct,mobile,FR,
S010498,100760.0,2025-08-13,organic,mobile,NG,
S010457,,2025-08-13,email,mobile,NG,CMP005
S007357,,2025-08-13,paid_social,mobile,NG,CMP004
S009646,,2025-08-13,organic,mobile,US,
S018670,100585.0,2025-08-13,organic,desktop,CA,
S016642,101891.0,2025-08-13,direct,desktop,NG,
S003017,,2025-08-13,email,mobile,NG,CMP006
S019863,,2025-08-13,referral,mobile,US,CMP007
S004225,100090.0,2025-08-13,organic,mobile,NG,
S014951,,2025-08-13,organic,desktop,NG,
S018765,101904.0,2025-08-13,paid_social,desktop,NG,CMP003
S006285,,2025-08-13,organic,mobile,US,
S002566,,2025-08-13,direct,desktop,NG,
S002115,,2025-08-13,email,desktop,NG,CMP005
S018870,101561.0,2025-08-13,direct,desktop,NG,
S011320,100077.0,2025-08-13,paid_social,mobile,FR,CMP008
S011429,101117.0,2025-08-13,paid_social,desktop,NG,CMP004
S002066,,2025-08-13,paid_search,mobile,NG,CMP002
S001799,101258.0,2025-08-13,direct,desktop,NL,
S018621,101214.0,2025-08-13,organic,mobile,NG,
S019815,,2025-08-13,organic,mobile,NL,
S001922,,2025-08-13,paid_search,mobile,NG,CMP001
S006934,100815.0,2025-08-13,paid_social,desktop,NG,CMP008
S000732,,2025-08-13,organic,desktop,NG,
S019599,101908.0,2025-08-13,organic,mobile,FR,
S011208,100352.0,2025-08-13,organic,mobile,CA,
S005668,101428.0,2025-08-13,paid_search,mobile,NG,CMP001
S006931,,2025-08-13,paid_search,mobile,NL,CMP001
S016172,,2025-08-13,paid_search,desktop,CA,CMP001
S014425,100248.0,2025-08-14,email,desktop,NG,CMP005
S002098,101189.0,2025-08-14,organic,mobile,US,
S013446,101935.0,2025-08-14,email,desktop,NG,CMP006
S000104,101940.0,2025-08-14,email,mobile,UK,CMP006
S001976,101815.0,2025-08-14,paid_search,desktop,NG,CMP002
S003550,100922.0,2025-08-14,direct,mobile,NG,
S010406,,2025-08-14,organic,mobile,CA,
S003521,101333.0,2025-08-14,paid_social,desktop,NG,CMP004
S019797,100706.0,2025-08-14,paid_search,desktop,NG,CMP002
S002459,100024.0,2025-08-14,paid_social,mobile,NG,CMP008
S010686,100745.0,2025-08-14,email,mobile,FR,CMP005
S014249,,2025-08-14,organic,desktop,NG,
S015652,101482.0,2025-08-14,organic,desktop,CA,
S008142,101862.0,2025-08-14,organic,mobile,NG,
S018038,101254.0,2025-08-14,paid_social,mobile,NL,CMP004
S002067,,2025-08-14,paid_search,desktop,US,CMP001
S008185,100221.0,2025-08-14,organic,desktop,US,
S014005,101056.0,2025-08-14,email,mobile,NG,CMP006
S010634,,2025-08-14,paid_social,desktop,NG,CMP003
S016863,100227.0,2025-08-14,email,mobile,CA,CMP006
S018692,,2025-08-14,email,mobile,NG,CMP006
S010888,101506.0,2025-08-14,paid_social,mobile,NG,CMP008
S001474,101088.0,2025-08-14,direct,mobile,US,
S013379,,2025-08-14,referral,desktop,US,CMP007
S010543,100032.0,2025-08-14,email,mobile,NG,CMP005
S006697,,2025-08-14,organic,mobile,NG,
S013949,101659.0,2025-08-14,paid_social,mobile,NG,CMP008
S019738,100789.0,2025-08-14,organic,mobile,US,
S004449,100486.0,2025-08-14,paid_search,desktop,NG,CMP002
S013402,100535.0,2025-08-14,paid_search,mobile,CA,CMP001
S012227,101896.0,2025-08-14,organic,mobile,UK,
S010500,101079.0,2025-08-14,direct,mobile,US,
S018727,100983.0,2025-08-14,paid_social,mobile,NG,CMP004
S011350,100706.0,2025-08-14,organic,desktop,NG,
S018180,,2025-08-14,email,desktop,NG,CMP005
S010283,,2025-08-14,email,mobile,UK,CMP006
S009741,101046.0,2025-08-14,paid_search,desktop,NL,CMP002
S005039,101220.0,2025-08-14,email,desktop,NG,CMP006
S008987,101981.0,2025-08-14,direct,desktop,NG,
S002881,101682.0,2025-08-14,organic,desktop,CA,
S005684,,2025-08-14,email,mobile,NG,CMP006
S019816,101599.0,2025-08-14,paid_search,desktop,NG,CMP001
S018340,,2025-08-14,paid_search,desktop,US,CMP001
S004661,100758.0,2025-08-14,organic,mobile,DE,
S002956,101566.0,2025-08-14,direct,mobile,US,
S015099,101898.0,2025-08-14,email,desktop,UK,CMP005
S011815,,2025-08-14,organic,desktop,NG,
S002958,101515.0,2025-08-14,paid_social,mobile,NG,CMP008
S016578,,2025-08-14,paid_social,mobile,NG,CMP003
S009237,,2025-08-14,paid_social,mobile,NL,CMP004
S001794,100649.0,2025-08-14,paid_social,desktop,NG,CMP004
S006258,100538.0,2025-08-14,direct,mobile,NL,
S019029,100297.0,2025-08-14,paid_social,desktop,DE,CMP008
S011765,,2025-08-14,paid_search,mobile,CA,CMP002
S019584,,2025-08-14,paid_search,desktop,NL,CMP001
S000798,,2025-08-14,organic,mobile,US,
S011732,100467.0,2025-08-14,paid_social,mobile,UK,CMP008
S006315,100633.0,2025-08-14,direct,desktop,FR,
S006309,100551.0,2025-08-14,paid_social,mobile,US,CMP003
S006182,101573.0,2025-08-14,direct,desktop,NG,
S001850,,2025-08-14,paid_search,desktop,NG,CMP002
S011954,,2025-08-14,organic,mobile,US,
S011043,101500.0,2025-08-14,paid_social,mobile,UK,CMP003
S008584,100148.0,2025-08-14,direct,mobile,US,
S018164,101669.0,2025-08-14,referral,mobile,NG,CMP007
S000812,100771.0,2025-08-14,referral,desktop,NG,CMP007
S000666,101904.0,2025-08-14,organic,desktop,UK,
S008618,,2025-08-14,organic,desktop,NG,
S001950,,2025-08-14,organic,mobile,DE,
S006571,,2025-08-14,paid_search,desktop,US,CMP002
S019440,100298.0,2025-08-14,paid_social,mobile,NG,CMP003
S010047,100042.0,2025-08-14,paid_search,mobile,NG,CMP001
S010734,101143.0,2025-08-14,direct,mobile,NG,
S013486,100513.0,2025-08-14,email,mobile,NG,CMP006
S000106,101002.0,2025-08-14,paid_search,mobile,NG,CMP001
S018199,,2025-08-14,organic,mobile,NG,
S009932,101429.0,2025-08-14,paid_social,mobile,US,CMP008
S002725,,2025-08-14,paid_social,mobile,NG,CMP004
S002729,100431.0,2025-08-14,organic,mobile,NL,
S018976,101036.0,2025-08-14,paid_social,desktop,US,CMP004
S008773,100652.0,2025-08-14,paid_search,desktop,US,CMP002
S018237,,2025-08-14,paid_search,desktop,UK,CMP001
S008826,101314.0,2025-08-14,direct,mobile,DE,
S011491,101737.0,2025-08-14,paid_social,desktop,NG,CMP008
S000236,101155.0,2025-08-14,organic,desktop,CA,
S011529,101165.0,2025-08-14,referral,mobile,UK,CMP007
S019824,100467.0,2025-08-14,organic,mobile,NG,
S005716,100823.0,2025-08-14,referral,desktop,UK,CMP007
S002960,,2025-08-14,paid_social,mobile,NG,CMP003
S008916,101902.0,2025-08-14,email,mobile,NG,CMP005
S005190,101897.0,2025-08-14,paid_social,mobile,NL,CMP008
S013129,,2025-08-14,referral,desktop,NG,CMP007
S004282,,2025-08-14,direct,mobile,US,
S019661,100159.0,2025-08-14,organic,mobile,NL,
S016329,101831.0,2025-08-14,paid_social,mobile,NG,CMP008
S019419,100792.0,2025-08-14,paid_social,desktop,NG,CMP003
S008032,100775.0,2025-08-14,paid_search,mobile,CA,CMP002
S014103,101376.0,2025-08-14,paid_social,desktop,NG,CMP008
S004394,100943.0,2025-08-14,organic,mobile,CA,
S016344,100014.0,2025-08-14,paid_social,desktop,UK,CMP003
S012589,101033.0,2025-08-14,referral,desktop,NL,CMP007
S002151,100586.0,2025-08-14,paid_search,mobile,UK,CMP002
S012579,100238.0,2025-08-14,paid_search,mobile,FR,CMP001
S007973,,2025-08-14,paid_search,desktop,NG,CMP002
S012829,100052.0,2025-08-14,paid_search,mobile,NG,CMP002
S007706,,2025-08-14,organic,desktop,NL,
S000016,101708.0,2025-08-14,direct,mobile,UK,
S016273,,2025-08-14,organic,desktop,US,
S000510,100626.0,2025-08-14,referral,mobile,CA,CMP007
S013214,100137.0,2025-08-14,referral,desktop,NG,CMP007
S007740,,2025-08-14,paid_search,desktop,DE,CMP001
S006879,100475.0,2025-08-14,paid_search,desktop,NG,CMP002
S015858,101026.0,2025-08-14,email,mobile,NG,CMP006
S007759,100239.0,2025-08-14,paid_social,desktop,NG,CMP003
S005382,100522.0,2025-08-14,paid_search,desktop,CA,CMP002
S000723,101339.0,2025-08-14,organic,mobile,US,
S015963,100412.0,2025-08-14,paid_search,mobile,NG,CMP002
S003998,100173.0,2025-08-14,paid_search,desktop,NG,CMP001
S001129,100107.0,2025-08-14,email,mobile,CA,CMP005
S017191,101061.0,2025-08-14,paid_social,mobile,US,CMP003
S000022,,2025-08-14,direct,desktop,UK,
S007398,100206.0,2025-08-14,direct,mobile,US,
S005868,100345.0,2025-08-14,paid_social,desktop,NG,CMP003
S016050,101695.0,2025-08-14,paid_social,mobile,DE,CMP004
S016304,,2025-08-14,email,desktop,NL,CMP006
S008056,100723.0,2025-08-14,direct,mobile,NG,
S000234,100712.0,2025-08-15,paid_search,desktop,NG,CMP001
S002751,,2025-08-15,paid_social,desktop,NG,CMP004
S014200,101341.0,2025-08-15,organic,mobile,NG,
S013580,100282.0,2025-08-15,paid_search,mobile,NG,CMP001
S010344,101802.0,2025-08-15,paid_search,mobile,NG,CMP002
S019582,100597.0,2025-08-15,paid_social,mobile,US,CMP008
S014690,100007.0,2025-08-15,paid_social,desktop,UK,CMP004
S005776,100163.0,2025-08-15,referral,mobile,DE,CMP007
S000328,,2025-08-15,organic,desktop,CA,
S012757,100184.0,2025-08-15,organic,desktop,UK,
S005786,,2025-08-15,direct,mobile,NL,
S016141,101710.0,2025-08-15,organic,mobile,NG,
S005584,100960.0,2025-08-15,direct,mobile,NL,
S004767,101025.0,2025-08-15,paid_search,desktop,NG,CMP001
S018654,101638.0,2025-08-15,organic,desktop,FR,
S014719,,2025-08-15,referral,desktop,CA,CMP007
S014720,100772.0,2025-08-15,organic,desktop,US,
S012841,101863.0,2025-08-15,referral,desktop,CA,CMP007
S018843,101662.0,2025-08-15,direct,mobile,US,
S016827,101838.0,2025-08-15,organic,mobile,NG,
S019406,100071.0,2025-08-15,paid_search,desktop,DE,CMP002
S001152,,2025-08-15,organic,desktop,UK,
S019450,,2025-08-15,direct,mobile,NG,
S003820,,2025-08-15,direct,desktop,UK,
S018899,100198.0,2025-08-15,paid_search,desktop,NG,CMP002
S005056,101724.0,2025-08-15,paid_social,mobile,NG,CMP008
S016869,101974.0,2025-08-15,paid_social,desktop,NG,CMP003
S017183,,2025-08-15,paid_social,mobile,US,CMP004
S017386,101541.0,2025-08-15,paid_search,mobile,NG,CMP001
S006862,,2025-08-15,direct,desktop,NG,
S018234,100424.0,2025-08-15,direct,desktop,UK,
S004173,101454.0,2025-08-15,organic,desktop,CA,
S005372,101551.0,2025-08-15,paid_social,desktop,US,CMP008
S005247,101338.0,2025-08-15,paid_search,mobile,US,CMP001
S015293,101667.0,2025-08-15,direct,desktop,NG,
S004535,,2025-08-15,paid_social,mobile,NG,CMP003
S012003,101999.0,2025-08-15,paid_search,mobile,NG,CMP002
S008816,,2025-08-15,paid_search,mobile,US,CMP002
S004361,101407.0,2025-08-15,organic,desktop,CA,
S012988,100660.0,2025-08-15,paid_social,mobile,NG,CMP003
S015267,100395.0,2025-08-15,paid_social,mobile,NG,CMP008
S001347,,2025-08-15,paid_social,mobile,US,CMP004
S004551,,2025-08-15,organic,mobile,NG,
S011060,100403.0,2025-08-15,paid_search,mobile,US,CMP002
S016281,101406.0,2025-08-15,paid_search,mobile,US,CMP002
S013038,101051.0,2025-08-15,organic,mobile,CA,
S000534,101947.0,2025-08-15,paid_social,mobile,NG,CMP008
S009386,100035.0,2025-08-15,paid_social,desktop,NG,CMP004
S005297,,2025-08-15,email,mobile,NG,CMP006
S019667,100278.0,2025-08-15,organic,mobile,NG,
S004676,101132.0,2025-08-15,paid_search,mobile,US,CMP002
S000368,,2025-08-15,organic,mobile,NG,
S004641,,2025-08-15,organic,mobile,DE,
S004644,101147.0,2025-08-15,organic,desktop,NG,
S002992,,2025-08-15,paid_social,desktop,NG,CMP004
S019321,100251.0,2025-08-15,paid_social,desktop,US,CMP004
S014923,,2025-08-15,organic,desktop,NG,
S010035,,2025-08-15,direct,mobile,NG,
S014917,101228.0,2025-08-15,paid_social,desktop,NG,CMP004
S005327,101399.0,2025-08-15,email,desktop,NG,CMP006
S007485,101910.0,2025-08-15,paid_search,mobile,NG,CMP002
S010048,101955.0,2025-08-15,organic,desktop,US,
S005301,100803.0,2025-08-15,paid_search,mobile,FR,CMP001
S016119,101856.0,2025-08-15,direct,mobile,NG,
S010072,,2025-08-15,email,mobile,UK,CMP005
S004955,100545.0,2025-08-15,paid_social,mobile,US,CMP004
S018808,101849.0,2025-08-15,organic,desktop,NG,
S003207,100855.0,2025-08-15,referral,desktop,FR,CMP007
S014994,101535.0,2025-08-15,paid_social,mobile,NG,CMP003
S002612,,2025-08-15,direct,desktop,UK,
S003896,101204.0,2025-08-15,paid_social,mobile,NG,CMP008
S000554,101658.0,2025-08-15,referral,desktop,NG,CMP007
S018516,100135.0,2025-08-15,paid_social,mobile,NG,CMP004
S012592,100101.0,2025-08-15,paid_social,desktop,NG,CMP004
S015114,100754.0,2025-08-15,paid_social,mobile,NG,CMP003
S003905,,2025-08-15,organic,mobile,NG,
S009977,100787.0,2025-08-15,paid_social,mobile,US,CMP003
S016034,,2025-08-15,paid_search,mobile,FR,CMP001
S010203,100515.0,2025-08-15,paid_social,mobile,NG,CMP004
S013887,101515.0,2025-08-15,organic,mobile,NG,
S006384,101234.0,2025-08-15,paid_search,mobile,CA,CMP001
S000226,101081.0,2025-08-15,direct,mobile,US,
S015038,101133.0,2025-08-15,paid_social,mobile,NG,CMP008
S018973,101637.0,2025-08-15,direct,mobile,FR,
S018943,101967.0,2025-08-15,direct,mobile,NG,
S019052,,2025-08-15,paid_social,desktop,FR,CMP004
S006360,101732.0,2025-08-15,direct,desktop,US,
S009317,101400.0,2025-08-15,referral,mobile,CA,CMP007
S001303,101156.0,2025-08-15,paid_social,desktop,NG,CMP003
S014632,,2025-08-15,email,mobile,US,CMP005
S015070,100190.0,2025-08-15,paid_social,mobile,NG,CMP004
S010931,100994.0,2025-08-15,paid_social,mobile,DE,CMP003
S008786,,2025-08-15,paid_search,mobile,NG,CMP001
S015795,101166.0,2025-08-15,direct,mobile,US,
S008387,101604.0,2025-08-15,paid_search,desktop,UK,CMP001
S018744,100552.0,2025-08-15,referral,desktop,NG,CMP007
S005894,101393.0,2025-08-15,organic,desktop,UK,
S010608,101064.0,2025-08-15,organic,desktop,DE,
S001394,101921.0,2025-08-15,paid_social,mobile,NG,CMP008
S003519,101201.0,2025-08-15,organic,mobile,NG,
S001535,100122.0,2025-08-15,organic,desktop,US,
S003503,101885.0,2025-08-15,referral,mobile,NG,CMP007
S010848,100320.0,2025-08-15,direct,desktop,CA,
S002052,101124.0,2025-08-15,paid_search,mobile,US,CMP001
S000102,100639.0,2025-08-15,referral,desktop,NG,CMP007
S004913,,2025-08-15,direct,mobile,NG,
S012454,100515.0,2025-08-15,organic,desktop,NL,
S008523,100289.0,2025-08-15,organic,mobile,FR,
S011185,101757.0,2025-08-15,paid_social,desktop,NG,CMP004
S014300,,2025-08-15,referral,mobile,NG,CMP007
S017378,,2025-08-15,referral,mobile,NG,CMP007
S016207,101998.0,2025-08-15,referral,desktop,CA,CMP007
S004238,101355.0,2025-08-15,referral,desktop,NG,CMP007
S015556,101031.0,2025-08-15,paid_social,mobile,US,CMP003
S008030,101154.0,2025-08-15,direct,mobile,NG,
S003686,101595.0,2025-08-15,paid_social,mobile,US,CMP008
S012322,,2025-08-15,paid_search,mobile,NG,CMP002
S002303,,2025-08-15,referral,desktop,NG,CMP007
S010692,100742.0,2025-08-15,direct,desktop,NG,
S003668,100056.0,2025-08-15,organic,desktop,NL,
S002309,101611.0,2025-08-15,paid_social,desktop,NG,CMP008
S008155,,2025-08-15,email,mobile,UK,CMP005
S019621,100675.0,2025-08-15,paid_search,desktop,NG,CMP001
S017582,,2025-08-15,paid_search,mobile,NG,CMP002
S010680,,2025-08-15,paid_social,mobile,NG,CMP004
S012360,,2025-08-15,paid_search,mobile,CA,CMP002
S005461,,2025-08-15,paid_social,mobile,NG,CMP008
S005105,101435.0,2025-08-15,paid_search,desktop,NG,CMP002
S001479,101384.0,2025-08-15,paid_social,mobile,CA,CMP003
S015714,101533.0,2025-08-15,organic,mobile,NG,
S006681,101911.0,2025-08-15,direct,mobile,CA,
S003589,100627.0,2025-08-15,referral,mobile,US,CMP007
S012938,101532.0,2025-08-15,paid_social,desktop,US,CMP008
S012358,101969.0,2025-08-15,paid_social,mobile,US,CMP008
S018157,100958.0,2025-08-15,paid_search,desktop,CA,CMP001
S003254,,2025-08-15,paid_social,mobile,NG,CMP003
S004915,100514.0,2025-08-15,referral,mobile,NG,CMP007
S003445,,2025-08-15,organic,mobile,NG,
S012092,,2025-08-15,direct,mobile,NG,
S004493,,2025-08-15,paid_search,mobile,DE,CMP002
S004343,,2025-08-16,email,mobile,NG,CMP006
S003562,100714.0,2025-08-16,referral,desktop,US,CMP007
S018362,,2025-08-16,email,desktop,NG,CMP006
S003914,101552.0,2025-08-16,organic,desktop,CA,
S015087,,2025-08-16,organic,desktop,NG,
S019940,100391.0,2025-08-16,organic,mobile,NG,
S008241,100340.0,2025-08-16,referral,mobile,UK,CMP007
S017036,101139.0,2025-08-16,paid_social,desktop,NG,CMP008
S004815,,2025-08-16,organic,desktop,DE,
S009545,100478.0,2025-08-16,organic,desktop,FR,
S008012,101769.0,2025-08-16,referral,desktop,NG,CMP007
S015543,,2025-08-16,paid_social,mobile,US,CMP004
S009225,101838.0,2025-08-16,paid_social,mobile,DE,CMP008
S016746,,2025-08-16,organic,mobile,DE,
S012042,,2025-08-16,email,mobile,NG,CMP006
S018357,101632.0,2025-08-16,email,mobile,CA,CMP006
S004313,101640.0,2025-08-16,organic,mobile,NG,
S002357,,2025-08-16,paid_search,desktop,NG,CMP002
S012175,101088.0,2025-08-16,paid_search,desktop,NG,CMP002
S016542,101992.0,2025-08-16,paid_social,mobile,NG,CMP003
S000020,101275.0,2025-08-16,paid_search,mobile,UK,CMP002
S005617,101310.0,2025-08-16,paid_social,desktop,NG,CMP008
S018067,101392.0,2025-08-16,organic,mobile,NG,
S005620,,2025-08-16,paid_social,desktop,NG,CMP003
S016844,100765.0,2025-08-16,paid_social,desktop,NG,CMP004
S019691,,2025-08-16,paid_search,mobile,UK,CMP002
S014869,,2025-08-16,paid_social,mobile,NG,CMP008
S011834,,2025-08-16,direct,mobile,US,
S018347,100919.0,2025-08-16,paid_social,mobile,NG,CMP008
S007688,100468.0,2025-08-16,paid_search,desktop,US,CMP001
S011163,101239.0,2025-08-16,email,desktop,DE,CMP005
S011827,,2025-08-16,paid_search,mobile,NG,CMP002
S010640,101465.0,2025-08-16,email,desktop,NG,CMP006
S010088,,2025-08-16,paid_social,mobile,NG,CMP004
S005269,,2025-08-16,paid_social,mobile,NG,CMP008
S009284,100955.0,2025-08-16,email,mobile,US,CMP006
S015364,101866.0,2025-08-16,organic,mobile,NG,
S011715,100343.0,2025-08-16,email,mobile,US,CMP005
S017175,101276.0,2025-08-16,paid_social,mobile,NG,CMP008
S009504,,2025-08-16,paid_social,desktop,DE,CMP003
S012330,100107.0,2025-08-16,organic,desktop,NG,
S018950,100363.0,2025-08-16,paid_search,mobile,US,CMP001
S013395,100402.0,2025-08-16,paid_social,desktop,NG,CMP004
S009505,100061.0,2025-08-16,direct,desktop,NG,
S012250,,2025-08-16,direct,mobile,NG,
S017605,101306.0,2025-08-16,paid_search,mobile,CA,CMP001
S014910,101514.0,2025-08-16,organic,mobile,NL,
S011670,101559.0,2025-08-16,direct,desktop,NG,
S013316,101667.0,2025-08-16,paid_search,mobile,NG,CMP002
S010982,100940.0,2025-08-16,paid_social,mobile,US,CMP003
S007555,,2025-08-16,organic,mobile,US,
S005334,101310.0,2025-08-16,paid_search,mobile,NG,CMP001
S008036,101830.0,2025-08-16,email,mobile,UK,CMP006
S006340,100152.0,2025-08-16,direct,mobile,US,
S012394,101214.0,2025-08-16,paid_search,desktop,NG,CMP002
S006069,100687.0,2025-08-16,referral,desktop,NG,CMP007
S005162,101985.0,2025-08-16,direct,mobile,NG,
S003083,101992.0,2025-08-16,organic,mobile,NG,
S016638,,2025-08-16,email,desktop,NG,CMP006
S015015,101333.0,2025-08-16,organic,mobile,NG,
S000358,100659.0,2025-08-16,paid_social,mobile,NG,CMP004
S014341,100749.0,2025-08-16,paid_social,mobile,DE,CMP003
S011039,101753.0,2025-08-16,paid_search,mobile,US,CMP001
S007543,101835.0,2025-08-16,paid_search,desktop,US,CMP002
S018954,,2025-08-16,email,mobile,CA,CMP005
S018386,100903.0,2025-08-16,paid_search,desktop,NG,CMP001
